Emotions,Path,Source,MFCC_Image_Path,MFCC_Image_Path_10db_AWGN,MFCC_Image_Path_20db_AWGN
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M028.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M028.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M028.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M028.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M029.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M029.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M029.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M029.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M031.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M031.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M031.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M031.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M033.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M033.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M033.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M033.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M034.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M034.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M034.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_1/Ses02F_script03_1_M034.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F007.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F007.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F007.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F007.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F011.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F011.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F011.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F011.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F012.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F012.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F012.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F012.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F013.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F013.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F013.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F013.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F014.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F014.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F014.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F014.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F018.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F018.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F018.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F018.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F020.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F020.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F020.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F020.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F025.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F025.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F025.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F025.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F029.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F029.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F029.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F029.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F031.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F031.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F031.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F031.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F034.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F034.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F034.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F034.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F035.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F035.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F035.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F035.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F036.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F036.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F036.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F036.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F037.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F037.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F037.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F037.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F038.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F038.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F038.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F038.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F039.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F039.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F039.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F039.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F040.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F040.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F040.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F040.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F041.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F041.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F041.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F041.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F042.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F042.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F042.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F042.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F043.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F043.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F043.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F043.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M000.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M000.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M000.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M000.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M001.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M001.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M001.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M001.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M006.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M006.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M006.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M006.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M007.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M007.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M007.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M007.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M009.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M009.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M009.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M009.png
neutral,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M011.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M011.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M011.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M011.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M013.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M013.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M013.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M013.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M027.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M027.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M027.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M027.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M030.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M030.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M030.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M030.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M036.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M036.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M036.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M036.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M037.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M037.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M037.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M037.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M038.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M038.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M038.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M038.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M039.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M039.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M039.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M039.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M041.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M041.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M041.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M041.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M042.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M042.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M042.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M042.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M043.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M043.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M043.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M043.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M044.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M044.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M044.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M044.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M045.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M045.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M045.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M045.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M046.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M046.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M046.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M046.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M047.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M047.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M047.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_M047.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F005.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F005.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F005.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F005.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F006.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F006.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F006.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F006.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F011.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F011.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F011.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F011.png
angry,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F013.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F013.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F013.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F013.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F015.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F015.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F015.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F015.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F016.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F016.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F016.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F016.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F017.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F017.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F017.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F017.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F018.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F018.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F018.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F018.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F019.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F019.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F019.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F019.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F020.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F020.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F020.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F020.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F021.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F021.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F021.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F021.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F022.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F022.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F022.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F022.png
sad,/content/DSER-MIDCA/data/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F031.wav,IEMOCAP,mfcc_images/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F031.png,mfcc_images_10db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F031.png,mfcc_images_20db/IEMOCAP/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F031.png
